title,publication_date,author,genre,average_rating,num_of_ratings,num_of_pages,rank,language,current_readers,already_read,year
Critical Role Vox Machina Origins Free Comic Book Day 2020,"First published January 1, 1998",Jody Houser,Fantasy,4.59,1434,,1497,English,113,657,1998
Hellbound Hearts,"Published December 18, 2018",Paul Kane,Horror,4.12,1579,326.0,1498,English,67,"1,112",2018
Elric of MelnibonÃ©,"First published October 25, 2007",Michael Moorcock,Fantasy,4.05,1570,752.0,1499,English,1102,"6,024",2007
Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,"First published December 26, 2007",Michael Chabon,Nonfiction,4.22,1459,336.0,1500,English,327,17.9k,2007
The Sandman: The Dream Hunters (2008-2009) #1 (of 4),"First published January 1, 2011",P. Craig Russell,Graphic Novels,4.65,1305,36.0,1501,English,5,"1,121",2011
"Bowie: Stardust, Rayguns & Moonage Daydreams","Published September 26, 2023",Mike Allred,Graphic Novels,3.96,1521,160.0,1502,English,23,"1,051",2023
The End of the World: Stories of the Apocalypse,"First published May 1, 2011",Martin H. Greenberg,,3.6,1585,338.0,1503,English,1231,"1,709",2011
Doctor Who and The Daleks,"First published February 1, 1997",David Whitaker,Doctor Who,3.79,1493,256.0,1504,English,41,862,1997
A Wolf at the Door and Other Retold Fairy Tales,"First published January 25, 2005",Ellen Datlow,Fantasy,3.65,1504,166.0,1505,English,33,"1,966",2005
The Djinn Falls in Love & Other Stories,"Published October 25, 2022",Mahvesh Murad,,3.66,1398,284.0,1506,English,402,"4,934",2022
The Country of the Blind and other Selected Stories,"First published April 30, 2013",H.G. Wells,Science Fiction,3.91,1277,464.0,1507,English,248,"1,642",2013
The Best American Science Fiction and Fantasy 2015,"First published March 1, 1999",Joe Hill,Fantasy,3.9,1267,345.0,1508,English,311,"2,271",1999
"Noisy Outlaws, Unfriendly Blobs, and Some Other Things That Aren't as Scary, Maybe, Depending on How You Feel About Lost Lands, Stray Cellphones, Creatures From the Sky, Parents Who Disappear in Peru, a Man Named Lars Farf, and One Other Story We [...]","First published January 1, 2017",Eli Horowitz,Short Stories,3.44,1424,208.0,1509,Portuguese,53,"1,431",2017
"Spawn Origins, Volume 2","First published July 12, 2002",Todd McFarlane,Comics,3.9,1230,190.0,1510,English,222,375,2002
"Books of Magic, Vol. 1: Moveable Type","Published October 12, 2021",Kat Howard,Comics,3.69,1295,200.0,1511,English,140,938,2021
Midnight Graffiti,"Published July 31, 2024",Jessica Horsting,Horror,4.02,1178,365.0,1512,English,14,"1,340",2024
Comic Book Tattoo,"First published January 1, 2009",Rantz A. Hoseley,Graphic Novels,4.1,1126,480.0,1513,English,47,922,2009
Ð¡ ÑÐ¾ÑÐºÐ¸ Ð·ÑÐµÐ½Ð¸Ñ Ð¢ÑÐ¾Ð»Ð»Ñ,"Published January 1, 1990",Ellen Datlow,,3.66,1250,224.0,1514,English,27,"3,090",1990
"RÃ©cit complet Batman 02: Poison Ivy: Ã  la vie, Ã  la mort","Published January 1, 1990",Amy Chu,Comics,3.87,1151,152.0,1515,French,32,"1,079",1990
"Lucifer, Vol. 1: The Infernal Comedy","Published January 1, 1988",Dan Watters,Comics,3.69,1202,189.0,1516,English,74,899,1988
Lucifer: The Morningstar Option,"First published January 1, 2000",Mike Carey,Comics,4.17,1021,72.0,1517,English,18,"1,034",2000
The Book of Ballads,"First published June 1, 1990",Charles Vess,Fantasy,3.95,1074,160.0,1518,English,21,"1,647",1990
Reflections: On the Magic of Writing,"First published January 1, 2007",Diana Wynne Jones,Nonfiction,4.32,948,320.0,1519,English,132,"3,100",2007
Poems to Fall in Love With,"First published April 10, 1990",Chris Riddell,Poetry,4.03,1002,,1520,,25,"1,549",1990
By Blood We Live,"Published October 7, 1993",John Joseph Adams,Horror,3.67,1090,485.0,1521,English,178,"2,319",1993
"Il re che fu, il re che sarÃ . Il ciclo completo del Re in eterno","First published March 14, 2017",T.H. White,Fantasy,3.84,1031,742.0,1522,Italian,307,"1,905",2017
The Urban Fantasy Anthology,"First published June 10, 1997",Peter S. Beagle,Fantasy,3.65,1043,432.0,1523,English,106,"2,944",1997
Zombies: Encounters with the Hungry Dead,"First published January 1, 2010",Stephen King,Horror,3.91,968,704.0,1524,English,44,"1,505",2010
Gutted: Beautiful Horror Stories,"First published October 1, 2006",Doug Murano,Horror,3.62,1028,380.0,1525,English,343,"2,485",2006
Lo mejor de The Spirit,"First published November 19, 1998",Will Eisner,Graphic Novels,3.93,946,192.0,1526,English,17,699,1998
Storm,"Published March 18, 2023",Tim Minchin,Graphic Novels,4.34,849,112.0,1527,English,5,504,2023
Wednesday Comics,"First published December 1, 2007",Mark Chiarello,Comics,4.02,890,200.0,1528,Spanish; Castilian,22,460,2007
Everything You Know About God is Wrong: The Disinformation Guide to Religion,"First published October 1, 1995",Russ Kick,Religion,3.87,913,388.0,1529,English,28,"1,682",1995
Cascas Vazias,"Published January 1, 2001",Simon Spurrier,Comics,3.93,887,200.0,1530,English,25,586,2001
Zombies: The Recent Dead,"First published February 1, 2016",Paula Guran,Horror,3.68,923,473.0,1531,English,91,"1,302",2016
Gothic!: Ten Original Dark Tales,"First published January 1, 1991",Deborah Noyes,Horror,3.52,955,256.0,1532,English,26,"1,278",1991
Pussy King of the Pirates,"First published January 1, 1996",Kathy Acker,Fiction,3.58,888,277.0,1533,English,66,"2,494",1996
Constantine: The Hellblazer Collection,"First published November 1, 2006",Jamie Delano,Graphic Novels,4.07,766,166.0,1534,English,6,696,2006
"House of Whispers, Vol. 1: The Power Divided","First published July 1, 2009",Nalo Hopkinson,Comics,3.4,908,187.0,1535,English,57,895,2009
Twice Cursed,"Published June 1, 2013",Marie O'Regan,Fantasy,3.88,777,316.0,1536,English,132,"2,067",2013
The Thackery T. Lambshead Pocket Guide to Eccentric & Discredited Diseases,"First published May 1, 1997",Jeff VanderMeer,Fantasy,3.71,778,320.0,1537,English,29,"1,586",1997
Greatest Hits,"Published January 1, 1994",Harlan Ellison,Short Stories,4.15,694,468.0,1538,English,818,"8,258",1994
1602: Witch Hunter Angela,"First published August 7, 2014",Marguerite Bennett,Comics,3.46,822,123.0,1539,English,51,647,2014
The Way of the Wizard,"First published January 1, 2000",John Joseph Adams,Fantasy,3.77,752,477.0,1540,,143,"1,702",2000
Hanging Out with the Dream King,"Published October 30, 2020",Joe McCabe,Nonfiction,3.92,721,296.0,1541,English,15,"1,428",2020
The Book of Cthulhu II,"Published January 1, 1992",Ross E. Lockhart,Horror,3.95,702,426.0,1542,English,102,"1,200",1992
Here I Stand,"First published August 1, 1997",Amnesty International UK,Short Stories,4.08,660,320.0,1543,English,16,920,1997
HistÃ³rias Assustadoras para Contar Ã  Noite,"First published May 29, 2006",Stephen Jones,Horror,3.85,697,,1544,English,289,849,2006
The Mammoth Book of Steampunk,"First published January 1, 1997",Sean Wallace,Anthologies,3.47,750,337.0,1545,English,108,288,1997
Who Killed Amanda Palmer?: A Collection of Photographic Evidence,"Published January 1, 1992",Amanda Palmer,Art,4.27,594,128.0,1546,English,14,"1,117",1992
"Will Eisner's New York: Life in the Big City: New York, The Building, City People Notebook, Invisible People","First published February 28, 2014",Will Eisner,Graphic Novels,4.13,607,448.0,1547,English,4,532,2014
"The Matrix Comics, Vol. 1","Published February 2, 2017",Lana Wachowski,Comics,3.79,659,160.0,1548,English,12,788,2017
Batman: Crno i bijelo Knjiga 1,"Published January 27, 2023",Mark Chiarello,Batman,4.04,606,456.0,1549,Croatian,0,,2023
Rising Stars Compendium,"First published January 1, 1993",J. Michael Straczynski,Comics,4.22,548,998.0,1550,English,30,293,1993
Rudyard Kipling's Tales of Horror and Fantasy,"First published January 1, 2009",Rudyard Kipling,Horror,3.84,594,785.0,1551,English,0,"2,865",2009
A Mountain Walked: Great Tales of the Cthulhu Mythos,"Published March 1, 2019",S.T. Joshi,Horror,3.97,553,412.0,1552,English,478,907,2019
"Books of Magic, Vol. 2: Second Quarto","First published October 25, 2007",Kat Howard,Graphic Novels,3.76,580,176.0,1553,English,37,361,2007
Eternals Anthologie: Die Unsterblichen,"Published September 19, 2022",Jack Kirby,Comics,3.61,598,,1554,English,108,321,2022
Ghosts of Christmas Past,"First published January 1, 2010",Tim Martin,Short Stories,3.43,624,294.0,1555,English,122,741,2010
The Invitation,"First published January 1, 2016",Carla Jablonski,Fantasy,3.81,562,235.0,1556,Portuguese,4,494,2016
Beli Vuk,"First published January 1, 1997",Julien Blondel,Comics,4.24,502,,1557,8689161686,17,205,1997
Beyond the Woods: Fairy Tales Retold,"First published January 1, 2004",Paula Guran,Fantasy,3.84,552,496.0,1558,English,355,"3,398",2004
The Land of Green Ginger,"First published September 27, 2021",Noel Langley,Fantasy,4.25,493,288.0,1559,English,16,743,2021
Doctor Who: Adventures in Lockdown,"First published January 1, 1996",Emily Cook,Doctor Who,3.92,533,192.0,1560,,24,356,1996
Weird Detectives: Recent Investigations,"Published August 27, 2024",Paula Guran,Fantasy,3.73,547,480.0,1561,English,47,"1,827",2024
The Sandman Papers: An Exploration of the Sandman Mythology,"First published August 28, 1994",Joe Sanders,Nonfiction,3.92,520,280.0,1562,English,13,"1,208",1994
Rich Veitch's Bratpack,"Published January 28, 2018",Rick Veitch,Comics,3.7,542,239.0,1563,English,11,483,2018
"The Best Horror of the Year, Volume Eleven","First published January 1, 2008",Ellen Datlow,Horror,3.77,527,19.0,1564,English,167,543,2008
The Best of the Best Horror of the Year: Ten Years of Essential Short Horror Fiction,"First published January 24, 2023",Ellen Datlow,Horror,3.76,528,554.0,1565,English,181,851,2023
Swan Sister: Fairy Tales Retold,"First published July 6, 2010",Ellen Datlow,Fantasy,3.59,553,188.0,1566,English,12,"1,163",2010
The Mammoth Book of Vampires,"First published October 1, 2014",Stephen Jones,Horror,3.77,524,629.0,1567,English,24,827,2014
The Best Horror of the Year Volume Nine,"First published December 16, 2012",Ellen Datlow,Horror,3.7,531,,1568,English,233,493,2012
"Fantasy: The Best of the Year, 2006 Edition","First published September 1, 1996",Rich Horton,Fantasy,3.72,524,336.0,1569,English,54,211,1996
,"First published January 1, 2013",,,,0,,1570,English,0,,2013
The Vampire Archives,"First published September 1, 2012",Otto Penzler,Horror,3.95,488,1034.0,1571,English,64,"1,050",2012
Fearie Tales: Stories of the Grimm and Gruesome,"Published September 10, 2018",Stephen Jones,Fantasy,3.76,509,430.0,1572,English,55,"1,253",2018
Aspects,"First published April 30, 2004",John M. Ford,Fantasy,3.88,479,496.0,1573,English,0,"2,172",2004
"The Best Horror of the Year, Volume Six","First published April 1, 2003",Ellen Datlow,Horror,3.75,496,,1574,English,209,778,2003
The Starry Rift: Tales of New Tomorrows,"First published December 1, 1993",Jonathan Strahan,Science Fiction,3.74,495,530.0,1575,English,27,948,1993
Flights: Extreme Visions of Fantasy,"First published July 29, 1993",Al Sarrantonio,Fantasy,3.76,490,578.0,1576,English,7,974,1993
The Best of R.A. Lafferty,"First published February 28, 2010",R.A. Lafferty,Science Fiction,3.87,471,400.0,1577,English,176,"1,265",2010
Marvel Comics #1000,"First published January 1, 2009",Al Ewing,Comics,3.48,517,144.0,1578,English,0,,2009
The Big Book of Sherlock Holmes Stories,"Published July 25, 2022",Otto Penzler,Mystery,3.97,447,,1579,English,293,"1,103",2022
Bindings,"First published January 1, 1998",Carla Jablonski,Fantasy,4.03,436,192.0,1580,Portuguese,2,228,1998
"The Best Science Fiction and Fantasy of the Year, Volume Six","First published November 1, 1998",Jonathan Strahan,Fantasy,3.89,449,594.0,1581,English,297,778,1998
"The Best Science Fiction and Fantasy of the Year, Volume One","First published July 1, 2001",Jonathan Strahan,Science Fiction,3.85,451,500.0,1582,English,0,,2001
The Doctor: His Lives and Times,"Published March 14, 2021",James Goss,Doctor Who,4.15,413,256.0,1583,English,21,606,2021
Tails of Wonder and Imagination,"Published October 1, 2018",Ellen Datlow,Fantasy,3.64,466,,1584,English,151,"1,390",2018
It Occurs to Me That I Am America: New Stories and Art,"First published August 1, 1990",Richard Russo,Short Stories,3.63,466,400.0,1585,English,0,,1990
,"First published January 1, 2011",,,,0,,1586,English,0,,2011
,"First published January 1, 2005",,,,0,,1587,English,0,,2005
,"First published August 1, 2006",,,,0,,1588,English,0,,2006
,"First published January 1, 1999",,,,0,,1589,,0,,1999
,"Published August 1, 1998",,,,0,,1590,English,0,,1998
,"First published September 22, 2016",,,,0,,1591,English,0,,2016
,"Published June 7, 2016",,,,0,,1592,,0,,2016
,"First published January 1, 1998",,,,0,,1593,English,0,,1998
,"First published January 1, 2007",,,,0,,1594,English,0,,2007
,"First published January 1, 2006",,,,0,,1595,English,0,,2006
,"First published December 1, 2014",,,,0,,1596,English,0,,2014
,"First published January 1, 1988",,,,0,,1597,English,0,,1988
,"Published September 14, 2022",,,,0,,1598,English,0,,2022
,"Published January 1, 2006",,,,0,,1599,English,0,,2006
,"First published August 26, 1997",,,,0,,1600,English,0,,1997
,"Published December 6, 2022",,,,0,,1601,English,0,,2022
,"First published July 8, 2016",,,,0,,1602,English,0,,2016
,"First published January 1, 2002",,,,0,,1603,English,0,,2002
,"First published January 1, 2010",,,,0,,1604,English,0,,2010
,"Published January 8, 2020",,,,0,,1605,,0,,2020
,"First published February 1, 1995",,,,0,,1606,English,0,,1995
,"First published January 1, 1990",,,,0,,1607,English,0,,1990
,"Published June 24, 2021",,,,0,,1608,English,0,,2021
,"First published April 1, 2015",,,,0,,1609,,0,,2015
The Brilliant Book of Doctor Who 2012,"First published October 1, 2013",Clayton Hickman,Doctor Who,4.33,303,160.0,1610,English,0,,2013
Stardust: The Visual Companion,"Published January 1, 1994",Stephen Jones,Fantasy,4.07,320,240.0,1611,English,0,138,1994
Four Faultless Felons,"First published January 1, 2015",G.K. Chesterton,Fiction,3.9,333,160.0,1612,English,11,374,2015
,"Published January 9, 2018",,,,0,,1613,,0,,2018
,"First published November 19, 2013",,,,0,,1614,English,0,,2013
,"First published January 1, 2008",,,,0,,1615,English,0,,2008
,"First published January 1, 2011",,,,0,,1616,English,0,,2011
,"First published January 1, 2023",,,,0,,1617,English,0,,2023
24 Hour Comics,"First published January 1, 2000",Scott McCloud,Comics,3.7,327,221.0,1618,B01FKUT3TS,0,,2000
"The Best Science Fiction and Fantasy of the Year, Volume Two","First published January 1, 1991",Jonathan Strahan,Fantasy,3.94,304,457.0,1619,English,0,,1991
"Witches: Wicked, Wild & Wonderful","First published January 1, 2007",Paula Guran,Fantasy,3.49,340,384.0,1620,English,32,968,2007
"Legends II: Shadows, Gods and Demons","Published January 1, 2007",Robert Silverberg,Fantasy,3.83,309,384.0,1621,English,7,480,2007
The Very Best of Fantasy & Science Fiction: Sixtieth Anniversary Anthology,"First published April 22, 2016",Gordon van Gelder,Science Fiction,4.18,281,475.0,1622,English,18,536,2016
The One,"First published April 12, 1996",Rick Veitch,Comics,3.62,322,216.0,1623,English,2,217,1996
Best New Horror 20,"Published April 1, 2007",Stephen Jones,Horror,3.82,301,358.0,1624,English,0,,2007
,"First published January 1, 2007",,,,0,,1625,English,0,,2007
,"First published January 1, 1998",,,,0,,1626,English,0,,1998
,"Published January 1, 2008",,,,0,,1627,English,0,,2008
,"First published April 1, 2002",,,,0,,1628,English,0,,2002
,"Published October 1, 2019",,,,0,,1629,English,0,,2019
,"Published October 1, 2001",,,,0,,1630,English,0,,2001
,"First published June 18, 2014",,,,0,,1631,English,0,,2014
,"First published February 20, 2013",,,,0,,1632,English,0,,2013
The Mammoth Book of The Best Of Best New Horror,"First published January 1, 1991",Stephen Jones,,3.84,284,,1633,English,0,,1991
,"First published August 1, 1998",,,,0,,1634,English,0,,1998
,"First published January 1, 2011",,,,0,,1635,English,0,,2011
,"Published October 28, 2021",,,,0,,1636,English,0,,2021
,"Published October 12, 2010",,,,0,,1637,English,0,,2010
,"Published September 13, 2023",,,,0,,1638,English,0,,2023
,"Published January 1, 2006",,,,0,,1639,English,0,,2006
,"First published September 1, 2001",,,,0,,1640,English,0,,2001
Elric in the Dream Realms,"First published January 1, 2001",Michael Moorcock,,3.96,260,448.0,1641,English,0,,2001
"The Year's Best Dark Fantasy & Horror, 2013 Edition","Published May 11, 2022",Paula Guran,Horror,3.79,267,528.0,1642,English,32,695,2022
My Favorite Fantasy Story,"Published January 19, 2024",Martin H. Greenberg,Fantasy,3.73,270,384.0,1643,English,17,684,2024
Werewolves and Shape Shifters: Encounters with the Beasts Within,"First published January 1, 2010",John Skipp,Horror,4.03,250,640.0,1644,B01K91HB4M,28,"1,410",2010
Year's Best SF 14,"Published March 24, 2022",David G. Hartwell,Science Fiction,3.75,265,512.0,1645,English,0,,2022
Alan Moore: Portrait Of An Extraordinary Gentleman,"First published July 31, 2012",Leah Moore,Biography,3.67,269,352.0,1646,Spanish; Castilian,0,,2012
The Sleeper and the Spindle: A BBC Radio 4 full-cast dramatisation,"First published January 1, 1991",Katie Hims,Fantasy,4.23,233,2.0,1647,English,4,56,1991
"Guardians of the Galaxy, Vol. 1","Published January 1, 2012",Brian Michael Bendis,,3.77,260,312.0,1648,English,18,131,2012
"Spawn Origins, Book 1","First published January 1, 1999",Todd McFarlane,Comics,4.04,241,300.0,1649,English,10,205,1999
The Children's Crusade,"Published April 19, 2024",Carla Jablonski,Fantasy,3.82,253,192.0,1650,Spanish; Castilian,0,211,2024
The Alchemy of MirrorMask,"Published November 22, 2022",Dave McKean,Art,4.26,221,208.0,1651,English,0,,2022
The Extraordinary Works of Alan Moore,"Published January 25, 2024",George Khoury,Comics,3.97,237,208.0,1652,English,0,,2024
Small Odysseys: Selected Shorts Presents 35 New Stories,"First published January 1, 2007",Hannah Tinti,Short Stories,3.81,247,336.0,1653,,59,"3,044",2007
Selected Poems and Tales,"First published January 1, 2021",Edgar Allan Poe,Classics,4.19,224,256.0,1654,English,11,220,2021
"Neil Gaiman's Lady Justice, Volume 1","Published January 1, 1996",C.J. Henderson,Graphic Novels,2.67,349,232.0,1655,English,0,,1996
Little Lit: It Was a Dark and Silly Night...,"First published January 1, 2011",Lemony Snicket,Comics,3.66,254,48.0,1656,English,0,,2011
The Year's Best Fantasy and Horror: Ninth Annual Collection,"First published January 10, 2014",Ellen Datlow,Fantasy,4.12,223,624.0,1657,English,0,,2014
Tori Amos: Little Earthquakes,"First published January 1, 2006",Tori Amos,Graphic Novels,4.21,218,120.0,1658,English,0,,2006
The Year's Best Fantasy and Horror: Twelfth Annual Collection,"First published February 1, 2006",Ellen Datlow,Fantasy,4.0,229,624.0,1659,English,6,467,2006
Shadow Show: Stories In Celebration of Ray Bradbury,"First published January 1, 1991",Sam Weller,Graphic Novels,3.63,247,128.0,1660,English,15,647,1991
The Mammoth Book of Body Horror,"Published October 4, 2024",Barbie Wilde,Horror,3.75,239,512.0,1661,English,31,691,2024
O PrÃ­ncipe de Westeros e Outras HistÃ³rias,"Published January 1, 2021",George R.R. Martin,Fantasy,3.52,246,480.0,1662,Portuguese,20,286,2021
Year's Best SF 17,"Published January 1, 2014",David G. Hartwell,Science Fiction,3.69,231,504.0,1663,English,43,233,2014
The Year's Best Fantasy and Horror: 14th Annual,"First published September 1, 1994",Ellen Datlow,Fantasy,4.02,211,640.0,1664,English,0,,1994
The Storyteller's Handbook,"First published March 15, 2020",Elise Hurst,Picture Books,4.71,180,128.0,1665,English,5,375,2020
The Year's Best Fantasy and Horror: Eighth Annual Collection,"First published January 1, 2003",Ellen Datlow,Fantasy,4.02,208,624.0,1666,English,0,,2003
The Year's Best Fantasy and Horror: Seventh Annual Collection,"First published April 22, 2015",Ellen Datlow,Fantasy,4.15,200,624.0,1667,English,0,,2015
,"First published November 6, 2012",,,,0,,1668,English,0,,2012
Clive Barker's Hellraiser tomo 1,"Published January 1, 2011",Clive Barker,Horror,4.02,197,72.0,1669,English,0,,2011
"El gran libro de los perros: Los mejores relatos, ensayos y poemas de la literatura canina universal","Published July 4, 2023",Jorge de Cascante,,4.37,181,448.0,1670,Spanish; Castilian,0,,2023
The Hogben Chronicles,"Published January 1, 2015",Henry Kuttner,,4.39,179,140.0,1671,Russian,0,,2015
Storie da incubo,"First published January 1, 2003",Stephen Jones,Horror,3.52,222,396.0,1672,Italian,0,,2003
Mine!,"First published September 3, 2015",Molly Jackson,Graphic Novels,4.04,193,,1673,English,0,,2015
The Year's Best Fantasy and Horror: Sixteenth Annual Collection,"Published January 1, 2021",Ellen Datlow,Fantasy,3.94,196,672.0,1674,English,10,509,2021
"The Year's Best Science Fiction & Fantasy, 2011","Published December 7, 2019",Rich Horton,Fantasy,3.63,213,544.0,1675,English,63,292,2019
"Bacchus, Vol. 1: Immortality Isn't Forever","First published September 10, 2019",Eddie Campbell,Comics,3.72,205,96.0,1676,English,0,,2019
Free Comic Book Day 2020 (General),"Published January 1, 1998",Jody Houser,Comics,3.7,205,22.0,1677,English,0,,1998
The Year's Best Fantasy and Horror: Seventeenth Annual Collection,"Published March 1, 2003",Ellen Datlow,Fantasy,3.9,194,672.0,1678,English,0,,2003
Zombies: More Recent Dead,"Published February 1, 2004",Paula Guran,Horror,3.65,206,480.0,1679,English,0,,2004
"The Best Science Fiction & Fantasy of the Year, Volume Ten","Published November 1, 2002",Jonathan Strahan,Fantasy,3.78,198,624.0,1680,English,0,,2002
"The Year's Best Science Fiction & Fantasy, 2009","Published November 1, 2004",Rich Horton,Fantasy,3.74,198,544.0,1681,English,0,,2004
Mermaids and Other Mysteries of the Deep,"First published September 1, 1998",Paula Guran,Fantasy,3.6,205,384.0,1682,English,0,,1998
Shadows of the New Sun: Stories in Honor of Gene Wolfe,"Published January 1, 1999",J.E. Mooney,Science Fiction,3.75,197,336.0,1683,English,0,,1999
Fantasy For Good: A Charitable Anthology,"Published August 28, 2020",Jordan Ellinger,Fantasy,3.89,188,372.0,1684,English,0,,2020
"El gran libro de SatÃ¡n: Los mejores relatos, ensayos y poemas de la literatura maligna universal","Published July 1, 2003",Jorge de Cascante,Short Stories,4.14,176,666.0,1685,Spanish; Castilian,0,,2003
"Spawn, Book 2: Dark Discoveries","Published November 1, 2003",Todd McFarlane,Graphic Novels,3.75,194,,1686,English,0,,2003
Lots of Laughs! Vol. 18,"Published June 1, 1997",Symphony Space,Short Stories,3.44,211,,1687,English,0,,1997
,"First published January 1, 1998",,,,0,,1688,English,0,,1998
,"Published January 1, 2009",,,,0,,1689,English,0,,2009
,"Published September 1, 1992",,,,0,,1690,English,0,,1992
,"Published January 1, 2008",,,,0,,1691,English,0,,2008
,"Published January 1, 2000",,,,0,,1692,English,0,,2000
,"Published January 1, 1998",,,,0,,1693,English,0,,1998
,"Published January 1, 2022",,,,0,,1694,English,0,,2022
,"Published October 4, 2021",,,,0,,1695,English,0,,2021
,"Published December 7, 2004",,,,0,,1696,English,0,,2004
,"Published September 27, 2005",,,,0,,1697,English,0,,2005
,"Published December 1, 2013",,,,0,,1698,English,0,,2013
,"Published July 24, 2014",,,,0,,1699,English,0,,2014
,"First published December 12, 2017",,,,0,,1700,English,0,,2017
,"Published July 15, 2008",,,,0,,1701,English,0,,2008
,"First published April 6, 2016",,,,0,,1702,English,0,,2016
,"Published November 14, 2016",,,,0,,1703,English,0,,2016
,"First published November 1, 2007",,,,0,,1704,,0,,2007
,"Published November 27, 2024",,,,0,,1705,English,0,,2024
,"Published December 4, 2024",,,,0,,1706,English,0,,2024
,"Published April 1, 2013",,,,0,,1707,English,0,,2013
,"Expected publication February 12, 2025",,,,0,,1708,English,0,,2025
,"Expected publication January 15, 2025",,,,0,,1709,English,0,,2025
,"Published November 4, 2024",,,,0,,1710,English,0,,2024
,"Published November 4, 2024",,,,0,,1711,English,0,,2024
,"Published January 20, 2024",,,,0,,1712,English,0,,2024
,"Published December 20, 2023",,,,0,,1713,English,0,,2023
,"Published October 30, 2023",,,,0,,1714,English,0,,2023
,"Published June 27, 2023",,,,0,,1715,English,0,,2023
,"Published February 21, 2024",,,,0,,1716,English,0,,2024
,"Published January 1, 2019",,,,0,,1717,English,0,,2019
,"Expected publication June 10, 2025",,,,0,,1718,English,0,,2025
Conjunctions #39: The New Wave Fabulists,"Published July 17, 2019",Bradford Morrow,,3.98,132,573.0,1719,English,0,,2019
Off Limits: Tales of Alien Sex,"Published January 1, 2022",Ellen Datlow,Science Fiction,3.27,160,322.0,1720,English,57,337,2022
Guardians of the Galaxy (2013-2015) #1,"Published October 25, 2007",Brian Michael Bendis,Comics,4.02,130,21.0,1721,English,0,,2007
Fantastic Tales of Terror: History's Darkest Secrets,"Published January 1, 1994",Eugene Johnson,Horror,4.07,127,572.0,1722,English,0,,1994
Ø§ÙÙØªØ±Ø¬Ù #2,"Published December 13, 2000",ÙØ´Ø§Ù ÙÙÙÙ,Short Stories,3.54,146,295.0,1723,Arabic,7,382,2000
The Mammoth Book of New Terror,"Published January 1, 2013",Stephen Jones,,3.58,144,496.0,1724,English,14,231,2013
The Book of Ballads and Sagas,"Published June 1, 1998",Charles Vess,Graphic Novels,3.52,145,240.0,1725,English,13,200,1998
"John Constantine, Hellblazer: 30th Anniversary Celebration","Published January 1, 1989",Alan Moore,Comics,3.86,132,267.0,1726,English,13,118,1989
Vertigo Tarot Deck Set,"Published January 1, 1991",Rachel Pollack,Tarot,4.33,116,,1727,B0DLT9RLD3,0,,1991
Curse of the Full Moon: A Werewolf Anthology,"Published March 1, 2007",James Lowder,Horror,3.91,128,377.0,1728,1283049430,4,517,2007
Gateways: Original New Stories Inspired by Frederik Pohl,"Published January 1, 2002",Elizabeth Anne Hull,Science Fiction,3.51,142,18.0,1729,English,19,274,2002
Best New Horror 16,,Stephen Jones,Horror,3.83,130,512.0,1730,English,7,274,0
"Dream States: The Collected Dreaming, Sandman Presents and Overture Covers 1997-2014",,Dave McKean,Art,4.26,117,222.0,1731,English,4,163,0
The Dragon Done It,,Eric Flint,Fantasy,3.49,142,416.0,1732,English,3,282,0
The Year's Best Fantasy and Horror: Sixth Annual Collection,,Ellen Datlow,Fantasy,4.12,120,531.0,1733,English,6,304,0
Ravens in the Library: Magic in the Bard's Name,,Phil Brucato,Fantasy,4.15,118,370.0,1734,English,0,,0
The Best of Tharg's Future Shocks,,Grant Morrison,Comics,3.73,131,160.0,1735,Spanish; Castilian,0,,0
Bangs & Whimpers: Stories about The End of The World,,Isaac Asimov,Science Fiction,3.9,124,219.0,1736,English,1,293,0
"Relics, Wrecks and Ruins",,Aiki Flinthart,,4.15,116,458.0,1737,English,0,,0
For the man who has everything: And other Superman stories,,Alan Moore,Comics,3.95,121,176.0,1738,English,2,43,0
Jack Kirby's The Losers,,Jack Kirby,Comics,3.89,122,256.0,1739,English,0,,0
The Humanity of Monsters,,Michael Matheson,Horror,3.48,136,336.0,1740,English,0,,0
,,,,,0,,1741,English,0,,0
Women of the Night,,Martin H. Greenberg,Horror,3.56,128,313.0,1742,English,0,,0
Outrageous Tales from the Old Testament,,Kim Deitch,Comics,3.1,147,64.0,1743,English,0,,0
The Watkins Book of English Folktales,,Neil Philip,Fiction,4.05,111,,1744,English,0,,0
,,,,,0,,1745,B00FVFS1KK,0,,0
,,,,,0,,1746,English,0,,0
,,,,,0,,1747,Spanish; Castilian,0,,0
,,,,,0,,1748,English,0,,0
,,,,,0,,1749,English,0,,0
,,,,,0,,1750,English,0,,0
,,,,,0,,1751,Portuguese,0,,0
,,,,,0,,1752,English,0,,0
,,,,,0,,1753,English,0,,0
,,,,,0,,1754,English,0,,0
,,,,,0,,1755,English,0,,0
,,,,,0,,1756,English,0,,0
,,,,,0,,1757,English,0,,0
,,,,,0,,1758,English,0,,0
,,,,,0,,1759,English,0,,0
,,,,,0,,1760,English,0,,0
,,,,,0,,1761,B01FGLQ81W,0,,0
,,,,,0,,1762,English,0,,0
,,,,,0,,1763,English,0,,0
,,,,,0,,1764,B00FA5SMNC,0,,0
,,,,,0,,1765,B01HC1GUTE,0,,0
,,,,,0,,1766,English,0,,0
